"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"1","VBAT","Power","","","","","","","","","","","","","","","","","",""
"2","PC13","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"3","PC14-OSC32_IN (PC14)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"4","PC15-OSC32_OUT (PC15)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"5","PH0-OSC_IN (PH0)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"6","PH1-OSC_OUT (PH1)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"7","NRST","Reset","","","","","","","","","","","","","","","","","",""
"8","PC0","I/O","","","","LPTIM1_IN1","I2C4_SCL","","I2C3_SCL","","","","LPUART1_RX","","","","","","LPTIM2_IN1","EVENTOUT"
"9","PC1","I/O","","","SYS_TRACED0","LPTIM1_OUT","I2C4_SDA","","I2C3_SDA","","","","LPUART1_TX","","","","","","","EVENTOUT"
"10","PC2","I/O","","","","LPTIM1_IN2","","","","SPI2_MISO","DFSDM1_CKOUT","","","","","","","","","EVENTOUT"
"11","PC3","I/O","","","","LPTIM1_ETR","","","","SPI2_MOSI","","","","","","","","SAI1_SD_A","LPTIM2_ETR","EVENTOUT"
"12","VSSA/VREF-","Power","","","","","","","","","","","","","","","","","",""
"13","VDDA/VREF+","Power","","","","","","","","","","","","","","","","","",""
"14","PA0","I/O","","","","TIM2_CH1","","","","","","USART2_CTS","UART4_TX","","","","COMP1_OUT","SAI1_EXTCLK","TIM2_ETR","EVENTOUT"
"15","PA1","I/O","","","","TIM2_CH2","","","I2C1_SMBA","SPI1_SCK","","USART2_DE/USART2_RTS","UART4_RX","","","","","","TIM15_CH1N","EVENTOUT"
"16","PA2","I/O","","","","TIM2_CH3","","","","","","USART2_TX","LPUART1_TX","","QUADSPI_BK1_NCS","","COMP2_OUT","","TIM15_CH1","EVENTOUT"
"17","PA3","I/O","","","","TIM2_CH4","","","","","","USART2_RX","LPUART1_RX","","QUADSPI_CLK","","","SAI1_MCLK_A","TIM15_CH2","EVENTOUT"
"18","VSS","Power","","","","","","","","","","","","","","","","","",""
"19","VDD","Power","","","","","","","","","","","","","","","","","",""
"20","PA4","I/O","","","","","","","","SPI1_NSS","SPI3_NSS","USART2_CK","","","","","","SAI1_FS_B","LPTIM2_OUT","EVENTOUT"
"21","PA5","I/O","","","","TIM2_CH1","TIM2_ETR","","","SPI1_SCK","DFSDM1_CKOUT","","","","","","","","LPTIM2_ETR","EVENTOUT"
"22","PA6","I/O","","","","TIM1_BKIN","TIM3_CH1","","","SPI1_MISO","COMP1_OUT","USART3_CTS","LPUART1_CTS","","QUADSPI_BK1_IO3","","TIM1_BKIN_COMP2","","TIM16_CH1","EVENTOUT"
"23","PA7","I/O","","","","TIM1_CH1N","TIM3_CH2","","I2C3_SCL","SPI1_MOSI","DFSDM1_DATIN0","","","","QUADSPI_BK1_IO2","","COMP2_OUT","","","EVENTOUT"
"24","PC4","I/O","","","","","","","","","","USART3_TX","","","","","","","","EVENTOUT"
"25","PC5","I/O","","","","","","","","","","USART3_RX","","","","","","","","EVENTOUT"
"26","PB0","I/O","","","","TIM1_CH2N","TIM3_CH3","","","SPI1_NSS","DFSDM1_CKIN0","USART3_CK","","","QUADSPI_BK1_IO1","","COMP1_OUT","SAI1_EXTCLK","","EVENTOUT"
"27","PB1","I/O","","","","TIM1_CH3N","TIM3_CH4","","","","DFSDM1_DATIN0","USART3_DE/USART3_RTS","LPUART1_DE/LPUART1_RTS","","QUADSPI_BK1_IO0","","","","LPTIM2_IN1","EVENTOUT"
"28","PB2","I/O","","","RTC_OUT_ALARM/RTC_OUT_CALIB","LPTIM1_OUT","","","I2C3_SMBA","","DFSDM1_CKIN0","","","","","","","","","EVENTOUT"
