"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7"
"1","VDD","Power","","","","","","","","","",""
"2","PC14-OSC32_IN","I/O","","","","","","","","","",""
"3","PC15-OSC32_OUT","I/O","","","","","","","","","",""
"4","NRST","Reset","","","","","","","","","",""
"5","VDDA","Power","","","","","","","","","",""
"6","PA0-CK_IN","I/O","","","USART2_RX","LPTIM1_IN1","TIM2_CH1","","USART2_CTS","TIM2_ETR","LPUART1_RX","COMP1_OUT"
"7","PA1","I/O","","","EVENTOUT","LPTIM1_IN2","TIM2_CH2","I2C1_SMBA","USART2_DE/USART2_RTS","TIM21_ETR","LPUART1_TX",""
"8","PA2","I/O","","","TIM21_CH1","","TIM2_CH3","","USART2_TX","","LPUART1_TX","COMP2_OUT"
"9","PA3","I/O","","","TIM21_CH2","","TIM2_CH4","","USART2_RX","","LPUART1_RX",""
"10","PA4","I/O","","","SPI1_NSS","LPTIM1_IN1","LPTIM1_ETR","I2C1_SCL","USART2_CK","TIM2_ETR","LPUART1_TX","COMP2_OUT"
"11","PA5","I/O","","","SPI1_SCK","LPTIM1_IN2","TIM2_ETR","","","TIM2_CH1","",""
"12","PA6","I/O","","","SPI1_MISO","LPTIM1_ETR","","","LPUART1_CTS","","EVENTOUT","COMP1_OUT"
"13","PA7","I/O","","","SPI1_MOSI","LPTIM1_OUT","","","USART2_CTS","TIM21_ETR","EVENTOUT","COMP2_OUT"
"14","PB0","I/O","","","EVENTOUT","SPI1_MISO","TIM2_CH2","","USART2_DE/USART2_RTS","TIM2_CH3","",""
"15","PB1","I/O","","","USART2_CK","SPI1_MOSI","LPTIM1_IN1","","LPUART1_DE/LPUART1_RTS","TIM2_CH4","",""
"16","PB2","I/O","","","","","LPTIM1_OUT","","","","",""
"17","VDD","Power","","","","","","","","","",""
"18","PA8","I/O","","","RCC_MCO","","LPTIM1_IN1","EVENTOUT","USART2_CK","TIM2_CH1","",""
"19","PA9","I/O","","","RCC_MCO","I2C1_SCL","LPTIM1_OUT","","USART2_TX","TIM21_CH2","","COMP1_OUT"
"20","PA10","I/O","","","TIM21_CH1","I2C1_SDA","RTC_REFIN","","USART2_RX","TIM2_CH3","","COMP1_OUT"
"21","PA11","I/O","","","SPI1_MISO","LPTIM1_OUT","EVENTOUT","","USART2_CTS","TIM21_CH2","","COMP1_OUT"
"22","PA12","I/O","","","SPI1_MOSI","","EVENTOUT","","USART2_DE/USART2_RTS","","","COMP2_OUT"
"23","PA13","I/O","","","SYS_SWDIO","LPTIM1_ETR","","I2C1_SDA","","SPI1_SCK","LPUART1_RX","COMP1_OUT"
"24","PA14","I/O","","","SYS_SWCLK","LPTIM1_OUT","","I2C1_SMBA","USART2_TX","SPI1_MISO","LPUART1_TX","COMP2_OUT"
"25","PA15","I/O","","","SPI1_NSS","","TIM2_ETR","EVENTOUT","USART2_RX","TIM2_CH1","",""
"26","PB3","I/O","","","SPI1_SCK","","TIM2_CH2","","EVENTOUT","","",""
"27","PB4","I/O","","","SPI1_MISO","","EVENTOUT","","","","",""
"28","PB5","I/O","","","SPI1_MOSI","","LPTIM1_IN1","I2C1_SMBA","","TIM21_CH1","",""
"29","PB6","I/O","","","USART2_TX","I2C1_SCL","LPTIM1_ETR","","","TIM2_CH3","LPUART1_TX",""
"30","PB7","I/O","","","USART2_RX","I2C1_SDA","LPTIM1_IN2","","","TIM2_CH4","LPUART1_RX",""
"31","PB9-BOOT0","I/O","","","","","","","","","",""
"32","PB8","I/O","","","USART2_TX","","EVENTOUT","","I2C1_SCL","SPI1_NSS","",""
