"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"A1","PA12","I/O","","","","TIM1_ETR","","","","SPI1_MOSI","","USART1_DE/USART1_RTS","","","USB_DP","","","","","EVENTOUT"
"A2","PA14 (JTCK/SWCLK)","I/O","","","SYS_JTCK-SWCLK","LPTIM1_OUT","","","I2C1_SMBA","","","","","","","","","","","EVENTOUT"
"A3","PB4 (NJTRST)","I/O","","","SYS_JTRST","","","","I2C3_SDA","SPI1_MISO","","USART1_CTS","","TSC_G2_IO1","","","","","","EVENTOUT"
"A4","PB7","I/O","","","SYS_TRACECLK","LPTIM1_IN2","","","I2C1_SDA","","","USART1_RX","","TSC_G2_IO4","","","","","","EVENTOUT"
"A5","VSS","Power","","","","","","","","","","","","","","","","","",""
"A6","VDD","Power","","","","","","","","","","","","","","","","","",""
"B1","PA11","I/O","","","","TIM1_CH4","TIM1_BKIN2","","","SPI1_MISO","COMP1_OUT","USART1_CTS","","","USB_DM","","TIM1_BKIN2_COMP1","","","EVENTOUT"
"B2","PA13 (JTMS/SWDIO)","I/O","","","SYS_JTMS-SWDIO","IR_OUT","","","","","","","","","USB_NOE","","","","","EVENTOUT"
"B3","PB3 (JTDO/TRACESWO)","I/O","","","SYS_JTDO-SWO","TIM2_CH2","","","","SPI1_SCK","","USART1_DE/USART1_RTS","","","","","","","","EVENTOUT"
"B4","PB6","I/O","","","SYS_TRACED3","LPTIM1_ETR","","","I2C1_SCL","","","USART1_TX","","TSC_G2_IO3","","","","","TIM16_CH1N","EVENTOUT"
"B5","PB8","I/O","","","","","","","I2C1_SCL","","","","","","","","","","TIM16_CH1","EVENTOUT"
"B6","PC14-OSC32_IN (PC14)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"C1","PA9","I/O","","","","TIM1_CH2","","","I2C1_SCL","","","USART1_TX","","","","","","","TIM15_BKIN","EVENTOUT"
"C2","PA10","I/O","","","","TIM1_CH3","","","I2C1_SDA","","","USART1_RX","","","CRS_SYNC","","","","","EVENTOUT"
"C3","PA15 (JTDI)","I/O","","","SYS_JTDI","TIM2_CH1","TIM2_ETR","USART2_RX","","SPI1_NSS","","","","TSC_G3_IO1","","","","","","EVENTOUT"
"C4","PB5","I/O","","","SYS_TRACED2","LPTIM1_IN1","","","I2C1_SMBA","SPI1_MOSI","","USART1_CK","","TSC_G2_IO2","","","","","TIM16_BKIN","EVENTOUT"
"C5","PH3-BOOT0 (BOOT0)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"C6","PC15-OSC32_OUT (PC15)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"D1","PA8","I/O","","","RCC_MCO","TIM1_CH1","","","","","","USART1_CK","","","","","","","LPTIM2_OUT","EVENTOUT"
"D2","PB1","I/O","","","SYS_TRACED1","TIM1_CH3N","","","","","","","LPUART1_DE/LPUART1_RTS","","QUADSPI_BK1_IO0","","","","LPTIM2_IN1","EVENTOUT"
"D3","PA6","I/O","","","","TIM1_BKIN","","","","SPI1_MISO","COMP1_OUT","","LPUART1_CTS","","QUADSPI_BK1_IO3","","","","TIM16_CH1","EVENTOUT"
"D4","PA1","I/O","","","","TIM2_CH2","","","I2C1_SMBA","SPI1_SCK","","USART2_DE/USART2_RTS","","","","","","","TIM15_CH1N","EVENTOUT"
"D5","PA0-CK_IN","I/O","","","","TIM2_CH1","","","","","","USART2_CTS","","","","","COMP1_OUT","","TIM2_ETR","EVENTOUT"
"D6","NRST","Reset","","","","","","","","","","","","","","","","","",""
"E1","VDD","Power","","","","","","","","","","","","","","","","","",""
"E2","PB2","I/O","","","RTC_OUT_ALARM/RTC_OUT_CALIB","LPTIM1_OUT","","","I2C3_SMBA","","","","","","","","","","","EVENTOUT"
"E3","PA7","I/O","","","","TIM1_CH1N","","","I2C3_SCL","SPI1_MOSI","","","","","QUADSPI_BK1_IO2","","","","","EVENTOUT"
"E4","PA5","I/O","","","","TIM2_CH1","TIM2_ETR","","","SPI1_SCK","","","","","","","","","LPTIM2_ETR","EVENTOUT"
"E5","PA2","I/O","","","","TIM2_CH3","","","","","","USART2_TX","LPUART1_TX","","QUADSPI_BK1_NCS","","","","TIM15_CH1","EVENTOUT"
"E6","VREF+","Power","","","","","","","","","","","","","","","","","",""
"F1","VSS","Power","","","","","","","","","","","","","","","","","",""
"F2","PB10","I/O","","","","TIM2_CH3","","","","","","","LPUART1_RX","TSC_SYNC","QUADSPI_CLK","","COMP1_OUT","","","EVENTOUT"
"F3","PB0","I/O","","","SYS_TRACED0","TIM1_CH2N","","","","SPI1_NSS","","","","","QUADSPI_BK1_IO1","","COMP1_OUT","","","EVENTOUT"
"F4","PA4","I/O","","","","","","","","SPI1_NSS","","USART2_CK","","","","","","","LPTIM2_OUT","EVENTOUT"
"F5","PA3","I/O","","","","TIM2_CH4","","","","","","USART2_RX","LPUART1_RX","","QUADSPI_CLK","","","","TIM15_CH2","EVENTOUT"
"F6","VDDA","Power","","","","","","","","","","","","","","","","","",""
