"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7"
"1","PC14-OSC32_IN","I/O","","","","","","","","","",""
"2","PC15-OSC32_OUT","I/O","","","","","","","","","",""
"3","NRST","Reset","","","","","","","","","",""
"4","VSSA","Power","","","","","","","","","",""
"5","VDDA","Power","","","","","","","","","",""
"6","PA0","I/O","","","","","TIM2_CH1","","USART2_CTS","TIM2_ETR","USART4_TX","COMP1_OUT"
"7","PA1","I/O","","","EVENTOUT","","TIM2_CH2","","USART2_DE/USART2_RTS","TIM21_ETR","USART4_RX",""
"8","PA2","I/O","","","TIM21_CH1","","TIM2_CH3","","USART2_TX","","LPUART1_TX","COMP2_OUT"
"9","PA3","I/O","","","TIM21_CH2","","TIM2_CH4","","USART2_RX","","LPUART1_RX",""
"10","PA4","I/O","","","SPI1_NSS","","","","USART2_CK","TIM22_ETR","",""
"11","PA5","I/O","","","SPI1_SCK","","TIM2_ETR","","","TIM2_CH1","",""
"12","PA6","I/O","","","SPI1_MISO","","TIM3_CH1","","LPUART1_CTS","TIM22_CH1","EVENTOUT","COMP1_OUT"
"13","PA7","I/O","","","SPI1_MOSI","","TIM3_CH2","","","TIM22_CH2","EVENTOUT","COMP2_OUT"
"14","PB0","I/O","","","EVENTOUT","","TIM3_CH3","","","","",""
"15","PB1","I/O","","","","","TIM3_CH4","","LPUART1_DE/LPUART1_RTS","","",""
"16","VSS","Power","","","","","","","","","",""
"17","VDD","Power","","","","","","","","","",""
"18","PA8","I/O","","","RCC_MCO","","","EVENTOUT","USART1_CK","","","I2C3_SCL"
"19","PA9","I/O","","","RCC_MCO","","","","USART1_TX","","I2C1_SCL","I2C3_SMBA"
"20","PA10","I/O","","","","","","","USART1_RX","","I2C1_SDA",""
"21","PA11","I/O","","","SPI1_MISO","","EVENTOUT","","USART1_CTS","","","COMP1_OUT"
"22","PA12","I/O","","","SPI1_MOSI","","EVENTOUT","","USART1_DE/USART1_RTS","","","COMP2_OUT"
"23","PA13","I/O","","","SYS_SWDIO","","","","","","LPUART1_RX",""
"24","VDDIO2","Power","","","","","","","","","",""
"25","PA14","I/O","","","SYS_SWCLK","","","","USART2_TX","","LPUART1_TX",""
"26","PB4","I/O","","","SPI1_MISO","","TIM3_CH1","","TIM22_CH1","USART1_CTS","","I2C3_SDA"
"27","PB5","I/O","","","SPI1_MOSI","","LPTIM1_IN1","I2C1_SMBA","TIM22_CH2/TIM3_CH2","USART1_CK","",""
"28","PB6","I/O","","","USART1_TX","I2C1_SCL","LPTIM1_ETR","","","","",""
"29","PB7","I/O","","","USART1_RX","I2C1_SDA","LPTIM1_IN2","","","","USART4_CTS",""
"30","BOOT0","Boot","","","","","","","","","",""
"31","VSS","Power","","","","","","","","","",""
"32","VDD","Power","","","","","","","","","",""
