"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"A1","VSS","Power","","","","","","","","","","","","","","","","",""
"A2","PD1","I/O","","","","","I2C6_SCL","DFSDM1_DATIN6","I2C5_SCL","","SAI3_SD_A","","UART4_TX","","SDMMC3_D0","DFSDM1_CKIN7","FMC_D3","",""
"A3","PB7","I/O","","","","TIM17_CH1N","TIM4_CH2","","I2C1_SDA","","I2C4_SDA","USART1_RX","","","SDMMC2_D1","DFSDM1_CKIN5","","DCMI_VSYNC",""
"A4","PC6","I/O","","","HDP_HDP1","","TIM3_CH1","TIM8_CH1","DFSDM1_CKIN3","I2S2_MCK","","USART6_TX","SDMMC1_D0DIR","SDMMC2_D0DIR","SDMMC2_D6","","SDMMC1_D6","DCMI_D0","LTDC_HSYNC"
"A6","VSS","Power","","","","","","","","","","","","","","","","",""
"A7","PD3","I/O","","","HDP_HDP5","","","DFSDM1_CKOUT","","I2S2_CK/SPI2_SCK","DFSDM1_DATIN0","USART2_CTS/USART2_NSS","SDMMC1_D123DIR","SDMMC2_D7","SDMMC2_D123DIR","SDMMC1_D7","","DCMI_D5","LTDC_G7"
"A9","PC8","I/O","","","DEBUG_TRACED0","","TIM3_CH3","TIM8_CH3","","","UART4_TX","USART6_CK","UART5_DE/UART5_RTS","","","","SDMMC1_D0","DCMI_D2",""
"A10","PE4","I/O","","","DEBUG_TRACED1","","SAI1_D2","DFSDM1_DATIN3","TIM15_CH1N","SPI4_NSS","SAI1_FS_A","SDMMC2_CKIN","SDMMC1_CKIN","SDMMC2_D4","","SDMMC1_D4","","DCMI_D4","LTDC_B0"
"A12","DNU","MonoIO","","","","","","","","","","","","","","","","",""
"A13","DNU","MonoIO","","","","","","","","","","","","","","","","",""
"A15","JTDO-TRACESWO","MonoIO","","","","","","","","","","","","","","","","",""
"A16","JTCK-SWCLK","MonoIO","","","","","","","","","","","","","","","","",""
"A17","DDR_DQ0","MonoIO","","","","","","","","","","","","","","","","",""
"A18","DDR_DQ1","MonoIO","","","","","","","","","","","","","","","","",""
